PlateSanofi_Well,Plate,Well,tags,Eccent,R/N,Nuclei,Surface_nucleus,G/N,Plate_Sanofi,CPD_ID,Concentration
Plaque cell 10_O08,4183_Plaque cell 10_20122017_1323,O08,,0.757158,0.120346,1721,109.349,0.313485,Plaque cell 10,X-WE60677880,8.71E-07
Plaque cell 10_O09,4183_Plaque cell 10_20122017_1323,O09,,0.761222,0.0877184,1750,101.197,0.303873,Plaque cell 10,X-WE60677880,2.61E-07
Plaque cell 10_O10,4183_Plaque cell 10_20122017_1323,O10,,0.75144,0.112747,1987,102.847,0.304729,Plaque cell 10,X-WE60677880,7.84E-08
Plaque cell 10_O11,4183_Plaque cell 10_20122017_1323,O11,,0.752182,0.0930562,1774,105.379,0.245191,Plaque cell 10,X-WE60677880,2.35E-08
Plaque cell 10_O12,4183_Plaque cell 10_20122017_1323,O12,,0.752492,0.196854,2169,103.231,0.306061,Plaque cell 10,X-WE60677880,7.06E-09
Plaque cell 10_O13,4183_Plaque cell 10_20122017_1323,O13,,0.76386,0.121691,1674,103.922,0.266846,Plaque cell 10,X-WE60677880,2.12E-09
Plaque cell 10_O14,4183_Plaque cell 10_20122017_1323,O14,,0.770115,0.0847715,1667,104.506,0.290709,Plaque cell 10,X-WE60677880,6.35E-10
Plaque cell 11_O05,4184_Plaque cell 11_20122017_1348,O05,,0.644903,0.820656,3588,103.183,0.0590408,Plaque cell 11,X-WE60677880,3.23E-05
Plaque cell 11_O06,4184_Plaque cell 11_20122017_1348,O06,,0.691411,0.581867,3466,96.6277,0.225463,Plaque cell 11,X-WE60677880,9.68E-06
Plaque cell 11_O07,4184_Plaque cell 11_20122017_1348,O07,,0.733769,0.177575,2117,104.224,0.259831,Plaque cell 11,X-WE60677880,2.90E-06
Plaque cell 11_O08,4184_Plaque cell 11_20122017_1348,O08,,0.754674,0.15224,1847,105.252,0.347923,Plaque cell 11,X-WE60677880,8.71E-07
Plaque cell 11_O09,4184_Plaque cell 11_20122017_1348,O09,,0.76048,0.0969703,1675,102.147,0.356588,Plaque cell 11,X-WE60677880,2.61E-07
Plaque cell 11_O10,4184_Plaque cell 11_20122017_1348,O10,,0.730906,0.169844,2038,112.112,0.268619,Plaque cell 11,X-WE60677880,7.84E-08
Plaque cell 11_O11,4184_Plaque cell 11_20122017_1348,O11,,0.762502,0.134315,1834,103.774,0.347009,Plaque cell 11,X-WE60677880,2.35E-08
Plaque cell 11_O12,4184_Plaque cell 11_20122017_1348,O12,,0.760706,0.129116,1816,105.421,0.345603,Plaque cell 11,X-WE60677880,7.06E-09
Plaque cell 11_O13,4184_Plaque cell 11_20122017_1348,O13,,0.76725,0.117804,1789,100.468,0.399931,Plaque cell 11,X-WE60677880,2.12E-09
Plaque cell 11_O14,4184_Plaque cell 11_20122017_1348,O14,,0.76336,0.153728,1912,104.477,0.373494,Plaque cell 11,X-WE60677880,6.35E-10
Plaque cell 12_O05,4185_Plaque cell 12_20122017_1413,O05,,0.649889,0.820431,3692,102.907,0.0573161,Plaque cell 12,X-WE60677880,3.23E-05
Plaque cell 12_O06,4185_Plaque cell 12_20122017_1413,O06,,0.690058,0.516384,3522,91.9989,0.205942,Plaque cell 12,X-WE60677880,9.68E-06
Plaque cell 12_O07,4185_Plaque cell 12_20122017_1413,O07,,0.727041,0.149782,2007,104.478,0.240887,Plaque cell 12,X-WE60677880,2.90E-06
Plaque cell 12_O08,4185_Plaque cell 12_20122017_1413,O08,,0.74476,0.162594,2052,106.134,0.337464,Plaque cell 12,X-WE60677880,8.71E-07
Plaque cell 12_O09,4185_Plaque cell 12_20122017_1413,O09,,0.750351,0.107162,1624,101.354,0.302087,Plaque cell 12,X-WE60677880,2.61E-07
Plaque cell 12_O10,4185_Plaque cell 12_20122017_1413,O10,,0.734657,0.17673,1948,106.274,0.254001,Plaque cell 12,X-WE60677880,7.84E-08
Plaque cell 12_O11,4185_Plaque cell 12_20122017_1413,O11,,0.755178,0.104612,1829,99.9072,0.33111,Plaque cell 12,X-WE60677880,2.35E-08
Plaque cell 12_O12,4185_Plaque cell 12_20122017_1413,O12,,0.764602,0.112531,1860,99.5653,0.317351,Plaque cell 12,X-WE60677880,7.06E-09
Plaque cell 12_O13,4185_Plaque cell 12_20122017_1413,O13,,0.749741,0.177534,1889,100.056,0.285015,Plaque cell 12,X-WE60677880,2.12E-09
Plaque cell 12_O14,4185_Plaque cell 12_20122017_1413,O14,,0.767643,0.11545,1615,101.971,0.278494,Plaque cell 12,X-WE60677880,6.35E-10
Plaque cell 10_P05,4183_Plaque cell 10_20122017_1323,P05,,0.687121,0.980564,4308,98.8244,0.106261,Plaque cell 10,X-WE60677898,3.23E-05
Plaque cell 10_P06,4183_Plaque cell 10_20122017_1323,P06,,0.692132,0.673274,3694,93.3969,0.223212,Plaque cell 10,X-WE60677898,9.68E-06
Plaque cell 10_P07,4183_Plaque cell 10_20122017_1323,P07,,0.705463,0.254956,2560,100.502,0.217013,Plaque cell 10,X-WE60677898,2.90E-06
Plaque cell 10_P08,4183_Plaque cell 10_20122017_1323,P08,,0.732776,0.10071,1764,102.81,0.234357,Plaque cell 10,X-WE60677898,8.71E-07
Plaque cell 10_P09,4183_Plaque cell 10_20122017_1323,P09,,0.768299,0.0977191,1393,102.709,0.281158,Plaque cell 10,X-WE60677898,2.61E-07
Plaque cell 10_P10,4183_Plaque cell 10_20122017_1323,P10,,0.7703,0.10456,1403,103.012,0.33076,Plaque cell 10,X-WE60677898,7.84E-08
Plaque cell 10_P11,4183_Plaque cell 10_20122017_1323,P11,,0.755974,0.157133,1488,101.179,0.264597,Plaque cell 10,X-WE60677898,2.35E-08
Plaque cell 10_P12,4183_Plaque cell 10_20122017_1323,P12,,0.764616,0.0943626,1524,103.211,0.274007,Plaque cell 10,X-WE60677898,7.06E-09
Plaque cell 10_P13,4183_Plaque cell 10_20122017_1323,P13,,0.77772,0.125851,1524,101.325,0.318468,Plaque cell 10,X-WE60677898,2.12E-09
Plaque cell 10_P14,4183_Plaque cell 10_20122017_1323,P14,,0.75692,0.129369,1543,101.173,0.224796,Plaque cell 10,X-WE60677898,6.35E-10
Plaque cell 11_P05,4184_Plaque cell 11_20122017_1348,P05,,0.6869,0.97269,4423,96.0187,0.106733,Plaque cell 11,X-WE60677898,3.23E-05
Plaque cell 11_P06,4184_Plaque cell 11_20122017_1348,P06,,0.691221,0.756801,3668,92.0286,0.216759,Plaque cell 11,X-WE60677898,9.68E-06
Plaque cell 11_P07,4184_Plaque cell 11_20122017_1348,P07,,0.703162,0.235481,2702,99.7239,0.240922,Plaque cell 11,X-WE60677898,2.90E-06
Plaque cell 11_P08,4184_Plaque cell 11_20122017_1348,P08,,0.713302,0.195112,2232,97.8001,0.206471,Plaque cell 11,X-WE60677898,8.71E-07
Plaque cell 11_P09,4184_Plaque cell 11_20122017_1348,P09,,0.760605,0.126436,1603,103.003,0.37011,Plaque cell 11,X-WE60677898,2.61E-07
Plaque cell 11_P10,4184_Plaque cell 11_20122017_1348,P10,,0.746426,0.115412,1452,101.419,0.207373,Plaque cell 11,X-WE60677898,7.84E-08
Plaque cell 11_P11,4184_Plaque cell 11_20122017_1348,P11,,0.755287,0.111981,1477,104.965,0.28379,Plaque cell 11,X-WE60677898,2.35E-08
Plaque cell 11_P12,4184_Plaque cell 11_20122017_1348,P12,,0.759289,0.101857,1523,104.131,0.269464,Plaque cell 11,X-WE60677898,7.06E-09
Plaque cell 11_P13,4184_Plaque cell 11_20122017_1348,P13,,0.760514,0.213523,1792,102.527,0.268727,Plaque cell 11,X-WE60677898,2.12E-09
Plaque cell 11_P14,4184_Plaque cell 11_20122017_1348,P14,,0.752981,0.116607,1059,102.903,0.30569,Plaque cell 11,X-WE60677898,6.35E-10
Plaque cell 12_P05,4185_Plaque cell 12_20122017_1413,P05,,0.683651,0.941074,4240,90.9053,0.141313,Plaque cell 12,X-WE60677898,3.23E-05
Plaque cell 12_P06,4185_Plaque cell 12_20122017_1413,P06,,0.682524,0.75425,3660,87.9164,0.172977,Plaque cell 12,X-WE60677898,9.68E-06
Plaque cell 12_P07,4185_Plaque cell 12_20122017_1413,P07,,0.692312,0.383296,3122,94.8199,0.187577,Plaque cell 12,X-WE60677898,2.90E-06
Plaque cell 12_P08,4185_Plaque cell 12_20122017_1413,P08,,0.730865,0.125799,1655,103.617,0.24712,Plaque cell 12,X-WE60677898,8.71E-07
Plaque cell 12_P09,4185_Plaque cell 12_20122017_1413,P09,,0.718564,0.235871,1986,98.0048,0.187391,Plaque cell 12,X-WE60677898,2.61E-07
Plaque cell 12_P10,4185_Plaque cell 12_20122017_1413,P10,,0.774178,0.106608,1322,101.785,0.291296,Plaque cell 12,X-WE60677898,7.84E-08
Plaque cell 12_P11,4185_Plaque cell 12_20122017_1413,P11,,0.753207,0.127837,1562,102.238,0.276168,Plaque cell 12,X-WE60677898,2.35E-08
Plaque cell 12_P12,4185_Plaque cell 12_20122017_1413,P12,,0.734626,0.118663,1661,103.203,0.209196,Plaque cell 12,X-WE60677898,7.06E-09
Plaque cell 12_P13,4185_Plaque cell 12_20122017_1413,P13,,0.763466,0.128594,1447,105.288,0.282138,Plaque cell 12,X-WE60677898,2.12E-09
Plaque cell 12_P14,4185_Plaque cell 12_20122017_1413,P14,,0.741875,0.194417,1518,101.969,0.225206,Plaque cell 12,X-WE60677898,6.35E-10
Plaque cell 10_D15,4183_Plaque cell 10_20122017_1323,D15,,0.702623,0.177336,2654,89.3874,0.190966,Plaque cell 10,X-WE60848792,3.23E-05
Plaque cell 10_D16,4183_Plaque cell 10_20122017_1323,D16,,0.707851,0.174044,2480,89.2875,0.220156,Plaque cell 10,X-WE60848792,9.68E-06
Plaque cell 10_D17,4183_Plaque cell 10_20122017_1323,D17,,0.737497,0.150617,2152,101.811,0.271879,Plaque cell 10,X-WE60848792,2.90E-06
Plaque cell 10_D18,4183_Plaque cell 10_20122017_1323,D18,,0.756704,0.131577,1937,97.4582,0.29811,Plaque cell 10,X-WE60848792,8.71E-07
Plaque cell 10_D19,4183_Plaque cell 10_20122017_1323,D19,,0.751971,0.204579,1932,104.251,0.338652,Plaque cell 10,X-WE60848792,2.61E-07
Plaque cell 10_D20,4183_Plaque cell 10_20122017_1323,D20,,0.755685,0.2932,2197,96.3881,0.277326,Plaque cell 10,X-WE60848792,7.84E-08
Plaque cell 10_D21,4183_Plaque cell 10_20122017_1323,D21,,0.772715,0.136936,1811,106.653,0.310107,Plaque cell 10,X-WE60848792,2.35E-08
Plaque cell 10_D22,4183_Plaque cell 10_20122017_1323,D22,,0.759799,0.0993161,1708,102.204,0.225319,Plaque cell 10,X-WE60848792,7.06E-09
Plaque cell 10_D23,4183_Plaque cell 10_20122017_1323,D23,,0.755673,0.143459,1543,105.809,0.278886,Plaque cell 10,X-WE60848792,2.12E-09
Plaque cell 10_D24,4183_Plaque cell 10_20122017_1323,D24,,0.735461,0.18224,1505,106.193,0.248144,Plaque cell 10,X-WE60848792,6.35E-10
Plaque cell 11_D15,4184_Plaque cell 11_20122017_1348,D15,,0.689691,0.248292,2724,86.479,0.17877,Plaque cell 11,X-WE60848792,3.23E-05
Plaque cell 11_D16,4184_Plaque cell 11_20122017_1348,D16,,0.703554,0.195754,2433,89.3931,0.185138,Plaque cell 11,X-WE60848792,9.68E-06
Plaque cell 11_D17,4184_Plaque cell 11_20122017_1348,D17,,0.731827,0.169316,2237,99.1101,0.261663,Plaque cell 11,X-WE60848792,2.90E-06
Plaque cell 11_D18,4184_Plaque cell 11_20122017_1348,D18,,0.758383,0.177208,1930,95.0557,0.273441,Plaque cell 11,X-WE60848792,8.71E-07
Plaque cell 11_D19,4184_Plaque cell 11_20122017_1348,D19,,0.769028,0.183223,2103,102.467,0.411221,Plaque cell 11,X-WE60848792,2.61E-07
Plaque cell 11_D20,4184_Plaque cell 11_20122017_1348,D20,,0.762454,0.153534,1802,105.405,0.338435,Plaque cell 11,X-WE60848792,7.84E-08
Plaque cell 11_D21,4184_Plaque cell 11_20122017_1348,D21,,0.769681,0.132291,1748,103.546,0.336634,Plaque cell 11,X-WE60848792,2.35E-08
Plaque cell 11_D22,4184_Plaque cell 11_20122017_1348,D22,,0.759452,0.130681,1618,102.218,0.268289,Plaque cell 11,X-WE60848792,7.06E-09
Plaque cell 11_D23,4184_Plaque cell 11_20122017_1348,D23,,0.748715,0.321785,2158,104.616,0.235995,Plaque cell 11,X-WE60848792,2.12E-09
Plaque cell 11_D24,4184_Plaque cell 11_20122017_1348,D24,,0.753868,0.0911249,1150,107.193,0.320224,Plaque cell 11,X-WE60848792,6.35E-10
Plaque cell 12_D15,4185_Plaque cell 12_20122017_1413,D15,,0.687514,0.236129,2468,84.837,0.178742,Plaque cell 12,X-WE60848792,3.23E-05
Plaque cell 12_D16,4185_Plaque cell 12_20122017_1413,D16,,0.705373,0.190021,2421,86.8422,0.22255,Plaque cell 12,X-WE60848792,9.68E-06
Plaque cell 12_D17,4185_Plaque cell 12_20122017_1413,D17,,0.742887,0.175334,2224,96.686,0.263131,Plaque cell 12,X-WE60848792,2.90E-06
Plaque cell 12_D18,4185_Plaque cell 12_20122017_1413,D18,,0.76656,0.118497,1922,96.8553,0.313903,Plaque cell 12,X-WE60848792,8.71E-07
Plaque cell 12_D19,4185_Plaque cell 12_20122017_1413,D19,,0.763385,0.155647,1927,99.6834,0.282978,Plaque cell 12,X-WE60848792,2.61E-07
Plaque cell 12_D20,4185_Plaque cell 12_20122017_1413,D20,,0.759112,0.155398,1931,102.221,0.331356,Plaque cell 12,X-WE60848792,7.84E-08
Plaque cell 12_D21,4185_Plaque cell 12_20122017_1413,D21,,0.774371,0.111573,1801,97.4883,0.318109,Plaque cell 12,X-WE60848792,2.35E-08
Plaque cell 12_D22,4185_Plaque cell 12_20122017_1413,D22,,0.75993,0.120374,1614,97.6924,0.265269,Plaque cell 12,X-WE60848792,7.06E-09
Plaque cell 12_D23,4185_Plaque cell 12_20122017_1413,D23,,0.763006,0.0938697,1588,100.401,0.324468,Plaque cell 12,X-WE60848792,2.12E-09
Plaque cell 12_D24,4185_Plaque cell 12_20122017_1413,D24,,0.749858,0.104527,1218,98.8785,0.316956,Plaque cell 12,X-WE60848792,6.35E-10
Plaque cell 10_A05,4183_Plaque cell 10_20122017_1323,A05,,0.6866,0.114521,1971,87.1681,0.320687,Plaque cell 10,X-XA25731,3.23E-05
Plaque cell 10_A06,4183_Plaque cell 10_20122017_1323,A06,,0.730915,0.277833,1999,97.9153,0.33212,Plaque cell 10,X-XA25731,9.68E-06
Plaque cell 10_A07,4183_Plaque cell 10_20122017_1323,A07,,0.74916,0.153787,1641,97.3434,0.300747,Plaque cell 10,X-XA25731,2.90E-06
Plaque cell 10_A08,4183_Plaque cell 10_20122017_1323,A08,,0.736161,0.143253,1634,104.686,0.214649,Plaque cell 10,X-XA25731,8.71E-07
Plaque cell 10_A09,4183_Plaque cell 10_20122017_1323,A09,,0.766422,0.0813407,1376,100.136,0.250578,Plaque cell 10,X-XA25731,2.61E-07
Plaque cell 10_A10,4183_Plaque cell 10_20122017_1323,A10,,0.758181,0.128013,1620,101.097,0.246585,Plaque cell 10,X-XA25731,7.84E-08
Plaque cell 10_A11,4183_Plaque cell 10_20122017_1323,A11,,0.745811,0.136693,1780,100.522,0.201144,Plaque cell 10,X-XA25731,2.35E-08
Plaque cell 10_A12,4183_Plaque cell 10_20122017_1323,A12,,0.761457,0.0951345,1597,100.589,0.258456,Plaque cell 10,X-XA25731,7.06E-09
Plaque cell 10_A13,4183_Plaque cell 10_20122017_1323,A13,,0.757714,0.100104,1571,101.468,0.227901,Plaque cell 10,X-XA25731,2.12E-09
Plaque cell 10_A14,4183_Plaque cell 10_20122017_1323,A14,,0.753353,0.0987694,1688,101.832,0.234491,Plaque cell 10,X-XA25731,6.35E-10
Plaque cell 11_A05,4184_Plaque cell 11_20122017_1348,A05,,0.685415,0.161931,1848,88.0257,0.269717,Plaque cell 11,X-XA25731,3.23E-05
Plaque cell 11_A06,4184_Plaque cell 11_20122017_1348,A06,,0.733096,0.251733,1808,98.77,0.348886,Plaque cell 11,X-XA25731,9.68E-06
Plaque cell 11_A07,4184_Plaque cell 11_20122017_1348,A07,,0.750052,0.141302,1475,92.8824,0.313235,Plaque cell 11,X-XA25731,2.90E-06
Plaque cell 11_A08,4184_Plaque cell 11_20122017_1348,A08,,0.768632,0.131002,1578,98.9415,0.277364,Plaque cell 11,X-XA25731,8.71E-07
Plaque cell 11_A09,4184_Plaque cell 11_20122017_1348,A09,,0.768806,0.109414,1203,95.3972,0.298522,Plaque cell 11,X-XA25731,2.61E-07
Plaque cell 11_A10,4184_Plaque cell 11_20122017_1348,A10,,0.748582,0.133634,1521,102.45,0.233438,Plaque cell 11,X-XA25731,7.84E-08
Plaque cell 11_A11,4184_Plaque cell 11_20122017_1348,A11,,0.759647,0.104911,1457,99.7313,0.264846,Plaque cell 11,X-XA25731,2.35E-08
Plaque cell 11_A12,4184_Plaque cell 11_20122017_1348,A12,,0.741108,0.159368,1760,104.759,0.237755,Plaque cell 11,X-XA25731,7.06E-09
Plaque cell 11_A13,4184_Plaque cell 11_20122017_1348,A13,,0.7649,0.100863,1511,98.5547,0.304043,Plaque cell 11,X-XA25731,2.12E-09
Plaque cell 11_A14,4184_Plaque cell 11_20122017_1348,A14,,0.765378,0.0996102,1524,100.63,0.282933,Plaque cell 11,X-XA25731,6.35E-10
Plaque cell 12_A05,4185_Plaque cell 12_20122017_1413,A05,,0.685231,0.123506,1691,85.4236,0.253318,Plaque cell 12,X-XA25731,3.23E-05
Plaque cell 12_A06,4185_Plaque cell 12_20122017_1413,A06,,0.740361,0.215783,1715,95.3632,0.395114,Plaque cell 12,X-XA25731,9.68E-06
Plaque cell 12_A07,4185_Plaque cell 12_20122017_1413,A07,,0.725556,0.300314,2098,93.1048,0.261366,Plaque cell 12,X-XA25731,2.90E-06
Plaque cell 12_A08,4185_Plaque cell 12_20122017_1413,A08,,0.761804,0.165918,1684,94.8603,0.258874,Plaque cell 12,X-XA25731,8.71E-07
Plaque cell 12_A09,4185_Plaque cell 12_20122017_1413,A09,,0.760445,0.0814254,1259,95.3022,0.281494,Plaque cell 12,X-XA25731,2.61E-07
Plaque cell 12_A10,4185_Plaque cell 12_20122017_1413,A10,,0.773934,0.0813787,1392,96.9481,0.263639,Plaque cell 12,X-XA25731,7.84E-08
Plaque cell 12_A11,4185_Plaque cell 12_20122017_1413,A11,,0.743708,0.243457,1933,93.7204,0.239045,Plaque cell 12,X-XA25731,2.35E-08
Plaque cell 12_A12,4185_Plaque cell 12_20122017_1413,A12,,0.771861,0.078008,1522,96.8896,0.280107,Plaque cell 12,X-XA25731,7.06E-09
Plaque cell 12_A13,4185_Plaque cell 12_20122017_1413,A13,,0.731851,0.250072,1675,94.303,0.208931,Plaque cell 12,X-XA25731,2.12E-09
Plaque cell 12_A14,4185_Plaque cell 12_20122017_1413,A14,,0.74386,0.132975,1673,100.028,0.243042,Plaque cell 12,X-XA25731,6.35E-10
Plaque cell 10_J05,4183_Plaque cell 10_20122017_1323,J05,,0.703014,0.524665,152,97.4757,0,Plaque cell 10,X-XEW670281,3.23E-05
Plaque cell 10_J06,4183_Plaque cell 10_20122017_1323,J06,,0.64943,0.62684,147,92.0047,0.047114,Plaque cell 10,X-XEW670281,9.68E-06
Plaque cell 10_J07,4183_Plaque cell 10_20122017_1323,J07,,0.68585,0.70471,151,85.9581,0.144742,Plaque cell 10,X-XEW670281,2.90E-06
Plaque cell 10_J08,4183_Plaque cell 10_20122017_1323,J08,,0.718307,0.857244,251,96.3553,0.532944,Plaque cell 10,X-XEW670281,8.71E-07
Plaque cell 10_J09,4183_Plaque cell 10_20122017_1323,J09,,0.733587,0.285378,595,99.7252,0.337465,Plaque cell 10,X-XEW670281,2.61E-07
Plaque cell 10_J10,4183_Plaque cell 10_20122017_1323,J10,,0.737933,0.08683,1442,106.497,0.176586,Plaque cell 10,X-XEW670281,7.84E-08
Plaque cell 10_J11,4183_Plaque cell 10_20122017_1323,J11,,0.743478,0.141895,1822,106.228,0.255106,Plaque cell 10,X-XEW670281,2.35E-08
Plaque cell 10_J12,4183_Plaque cell 10_20122017_1323,J12,,0.742853,0.168869,1999,104.06,0.257683,Plaque cell 10,X-XEW670281,7.06E-09
Plaque cell 10_J13,4183_Plaque cell 10_20122017_1323,J13,,0.761019,0.143002,2032,105.825,0.342996,Plaque cell 10,X-XEW670281,2.12E-09
Plaque cell 10_J14,4183_Plaque cell 10_20122017_1323,J14,,0.766378,0.140779,1919,101.664,0.326583,Plaque cell 10,X-XEW670281,6.35E-10
Plaque cell 11_J05,4184_Plaque cell 11_20122017_1348,J05,,0.6548,0.407828,145,89.7958,0,Plaque cell 11,X-XEW670281,3.23E-05
Plaque cell 11_J06,4184_Plaque cell 11_20122017_1348,J06,,0.639508,0.614101,95,106.824,0.0754605,Plaque cell 11,X-XEW670281,9.68E-06
Plaque cell 11_J07,4184_Plaque cell 11_20122017_1348,J07,,0.677733,0.691815,148,97.7736,0.128469,Plaque cell 11,X-XEW670281,2.90E-06
Plaque cell 11_J08,4184_Plaque cell 11_20122017_1348,J08,,0.734997,0.838235,156,86.3927,0.531546,Plaque cell 11,X-XEW670281,8.71E-07
Plaque cell 11_J09,4184_Plaque cell 11_20122017_1348,J09,,0.743053,0.373334,478,106.479,0.449987,Plaque cell 11,X-XEW670281,2.61E-07
Plaque cell 11_J10,4184_Plaque cell 11_20122017_1348,J10,,0.719248,0.0771559,1276,109.792,0.170546,Plaque cell 11,X-XEW670281,7.84E-08
Plaque cell 11_J11,4184_Plaque cell 11_20122017_1348,J11,,0.741713,0.168003,2050,105.295,0.276067,Plaque cell 11,X-XEW670281,2.35E-08
Plaque cell 11_J12,4184_Plaque cell 11_20122017_1348,J12,,0.769392,0.171477,1967,100.186,0.365006,Plaque cell 11,X-XEW670281,7.06E-09
Plaque cell 11_J13,4184_Plaque cell 11_20122017_1348,J13,,0.754519,0.153289,1967,106.83,0.32357,Plaque cell 11,X-XEW670281,2.12E-09
Plaque cell 11_J14,4184_Plaque cell 11_20122017_1348,J14,,0.778433,0.160444,1904,98.6782,0.425794,Plaque cell 11,X-XEW670281,6.35E-10
Plaque cell 12_J05,4185_Plaque cell 12_20122017_1413,J05,,0.676842,0.462602,82,108.436,0,Plaque cell 12,X-XEW670281,3.23E-05
Plaque cell 12_J06,4185_Plaque cell 12_20122017_1413,J06,,0.681009,0.511852,115,75.0365,0.0416666,Plaque cell 12,X-XEW670281,9.68E-06
Plaque cell 12_J07,4185_Plaque cell 12_20122017_1413,J07,,0.649853,0.638481,137,71.6946,0.162529,Plaque cell 12,X-XEW670281,2.90E-06
Plaque cell 12_J08,4185_Plaque cell 12_20122017_1413,J08,,0.724893,0.819957,150,87.1926,0.400352,Plaque cell 12,X-XEW670281,8.71E-07
Plaque cell 12_J09,4185_Plaque cell 12_20122017_1413,J09,,0.68787,0.270441,1423,103.394,0.126133,Plaque cell 12,X-XEW670281,2.61E-07
Plaque cell 12_J10,4185_Plaque cell 12_20122017_1413,J10,,0.732622,0.0529474,1319,101.443,0.164092,Plaque cell 12,X-XEW670281,7.84E-08
Plaque cell 12_J11,4185_Plaque cell 12_20122017_1413,J11,,0.749253,0.130038,2027,99.182,0.248066,Plaque cell 12,X-XEW670281,2.35E-08
Plaque cell 12_J12,4185_Plaque cell 12_20122017_1413,J12,,0.77091,0.0964954,1711,96.7075,0.26064,Plaque cell 12,X-XEW670281,7.06E-09
Plaque cell 12_J13,4185_Plaque cell 12_20122017_1413,J13,,0.757006,0.173551,1931,101.727,0.309762,Plaque cell 12,X-XEW670281,2.12E-09
Plaque cell 12_J14,4185_Plaque cell 12_20122017_1413,J14,,0.774867,0.0995178,1904,97.0768,0.309662,Plaque cell 12,X-XEW670281,6.35E-10
Plaque cell 1_A01,4174_Plaque cell 1_20122017_0936,A01,,0.666234,0.661554,3917,89.4895,0.0309035,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_B01,4174_Plaque cell 1_20122017_0936,B01,,0.682718,0.92159,4133,96.0902,0.0286602,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_C01,4174_Plaque cell 1_20122017_0936,C01,,0.679511,0.795688,4312,92.6366,0.0451816,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_D01,4174_Plaque cell 1_20122017_0936,D01,,0.690912,0.908477,4358,95.7219,0.0406489,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_E01,4174_Plaque cell 1_20122017_0936,E01,,0.681193,0.716594,4243,96.5198,0.0405629,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_F01,4174_Plaque cell 1_20122017_0936,F01,,0.698887,0.915339,4540,96.5461,0.0397562,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_G01,4174_Plaque cell 1_20122017_0936,G01,,0.686934,0.746108,4552,92.421,0.05123,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_H01,4174_Plaque cell 1_20122017_0936,H01,,0.700986,0.922157,4420,101.117,0.0268165,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_I01,4174_Plaque cell 1_20122017_0936,I01,,0.684651,0.759759,4393,95.4923,0.029295,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_J01,4174_Plaque cell 1_20122017_0936,J01,,0.689729,0.902637,4322,96.5156,0.0492356,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_K01,4174_Plaque cell 1_20122017_0936,K01,,0.69646,0.735565,4463,95.8828,0.0325441,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_L01,4174_Plaque cell 1_20122017_0936,L01,,0.693746,0.914726,4273,99.1704,0.0302725,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_M01,4174_Plaque cell 1_20122017_0936,M01,,0.68752,0.757189,4417,95.5136,0.0332002,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_N01,4174_Plaque cell 1_20122017_0936,N01,,0.695451,0.934457,4197,100.855,0.0425988,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_O01,4174_Plaque cell 1_20122017_0936,O01,,0.688493,0.753953,4435,96.9627,0.0196472,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_P01,4174_Plaque cell 1_20122017_0936,P01,,0.695796,0.916345,3985,107.43,0.0322451,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_A02,4174_Plaque cell 1_20122017_0936,A02,,0.681268,0.827865,4479,91.6646,0.0317096,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_B02,4174_Plaque cell 1_20122017_0936,B02,,0.691958,0.890473,4274,94.1717,0.0310873,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_C02,4174_Plaque cell 1_20122017_0936,C02,,0.698318,0.856483,4566,93.3865,0.0410702,Plaque cell 1,DMSO,0.00E+00
Plaque cell 1_D02,4174_Plaque cell 1_20122017_0936,D02,,0.699988,0.919797,4450,95.2507,0.0546156,Plaque cell 1,DMSO,0.00E+00
