Plate,Well,Nuclei,R/N,Eccent,CPD_ID,Concentration,G/N
EMT-Serie2-1-C3,H23,-0.068482179,-0.044873444,1.158746548,EC_11188360,2.12E-09,1.185651512
EMT-Serie2-1-C3,H24,0.028834602,0.09136449,0.043222476,EC_11188360,6.35E-10,0.706831873
EMT-Serie2-1-C1,F15,0.044336961,0.310925118,0.134408181,EC_11188498,3.23E-05,0.148835221
EMT-Serie2-1-C1,F16,0.580814188,0.744905293,-0.421303905,EC_11188498,9.68E-06,0.816735298
EMT-Serie2-1-C1,F17,0.241434905,0.450893537,0.235944797,EC_11188498,2.90E-06,0.9875527
EMT-Serie2-1-C1,F18,0.047561467,0.133513484,0.883723357,EC_11188498,8.71E-07,1.024362599
EMT-Serie2-1-C1,F19,0.053204353,0.041497944,0.772455715,EC_11188498,2.61E-07,0.938337005
EMT-Serie2-1-C1,F20,0.02700524,-0.026189214,1.181941509,EC_11188498,7.84E-08,1.193131234
EMT-Serie2-1-C1,F21,-0.008867392,0.015939795,1.187394015,EC_11188498,2.35E-08,1.27282942
EMT-Serie2-1-C1,F22,-0.012091898,0.041325345,0.897498109,EC_11188498,7.06E-09,0.926991436
EMT-Serie2-1-C1,F23,0.035469569,0.101432977,0.764368266,EC_11188498,2.12E-09,0.87155775
EMT-Serie2-1-C1,F24,-0.051189037,0.110273286,0.204299392,EC_11188498,6.35E-10,1.014092351
EMT-Serie2-1-C2,F15,-0.02595296,0.473108278,0.184380862,EC_11188498,3.23E-05,0.189653137
EMT-Serie2-1-C2,F16,0.441605839,0.66473899,-0.222239835,EC_11188498,9.68E-06,0.920655748
EMT-Serie2-1-C2,F17,0.319951338,0.425976645,0.165940134,EC_11188498,2.90E-06,0.791286178
EMT-Serie2-1-C2,F18,0.098540146,0.108349208,0.816992946,EC_11188498,8.71E-07,0.914055877
EMT-Serie2-1-C2,F19,0.064476886,0.065316038,1.031756096,EC_11188498,2.61E-07,1.16167907
EMT-Serie2-1-C2,F20,0.198296837,0.255737709,0.869144805,EC_11188498,7.84E-08,0.856513248
EMT-Serie2-1-C2,F21,-0.052716951,-0.055276964,1.014557079,EC_11188498,2.35E-08,0.717247427
EMT-Serie2-1-C2,F22,-0.03811841,0.024445752,0.980211883,EC_11188498,7.06E-09,0.888403144
EMT-Serie2-1-C2,F23,-0.050283861,0.010412803,0.96200893,EC_11188498,2.12E-09,0.980303509
EMT-Serie2-1-C2,F24,0.110300081,0.302282254,0.152756862,EC_11188498,6.35E-10,0.76390169
EMT-Serie2-1-C3,F15,0.21545855,0.305004082,-0.492952335,EC_11188498,3.23E-05,0.115878983
EMT-Serie2-1-C3,F16,0.578293953,0.710598723,-0.320782807,EC_11188498,9.68E-06,0.561998356
EMT-Serie2-1-C3,F17,0.394873849,0.487011643,-0.118093409,EC_11188498,2.90E-06,0.541740698
EMT-Serie2-1-C3,F18,0.054064878,0.030857483,0.732837075,EC_11188498,8.71E-07,0.975557881
EMT-Serie2-1-C3,F19,0.043251902,0.068880233,0.845911874,EC_11188498,2.61E-07,1.169138338
EMT-Serie2-1-C3,F20,-0.010012014,0.012430514,1.052491295,EC_11188498,7.84E-08,0.895525779
EMT-Serie2-1-C3,F21,0.029235082,-0.063252877,1.011718093,EC_11188498,2.35E-08,0.946410194
EMT-Serie2-1-C3,F22,-0.005206247,-0.002649401,0.747028455,EC_11188498,7.06E-09,0.776822518
EMT-Serie2-1-C3,F23,0.140568682,0.136197389,0.709448913,EC_11188498,2.12E-09,0.640401608
EMT-Serie2-1-C3,F24,-0.252703244,-0.084414531,0.684067715,EC_11188498,6.35E-10,0.882413844
EMT-Serie2-1-C1,O15,0.036678759,0.071822795,0.703947197,EC_11188969,3.23E-05,1.055316721
EMT-Serie2-1-C1,O16,-0.003224506,0.02156275,0.861339386,EC_11188969,9.68E-06,0.894407355
EMT-Serie2-1-C1,O17,-0.084240226,0.013179558,1.025331977,EC_11188969,2.90E-06,1.098408753
EMT-Serie2-1-C1,O18,0.00241838,0.047641393,1.257259138,EC_11188969,8.71E-07,1.303074208
EMT-Serie2-1-C1,O19,0.02700524,0.118958526,0.753619786,EC_11188969,2.61E-07,0.913431086
EMT-Serie2-1-C1,O20,0.041515518,0.06237704,0.904333307,EC_11188969,7.84E-08,1.032293556
EMT-Serie2-1-C1,O21,-0.015719468,0.05001463,1.052568417,EC_11188969,2.35E-08,1.11008635
EMT-Serie2-1-C1,O22,-0.019750101,0.076756701,0.566799718,EC_11188969,7.06E-09,0.876787201
EMT-Serie2-1-C1,O23,-0.063683998,0.088996404,0.898019879,EC_11188969,2.12E-09,0.959205757
EMT-Serie2-1-C1,O24,-0.159613059,0.01927716,0.659309697,EC_11188969,6.35E-10,0.965702954
EMT-Serie2-1-C2,O15,-0.04460665,0.013486302,1.118015376,EC_11188969,3.23E-05,1.055181468
EMT-Serie2-1-C2,O16,0.127331711,0.151959704,0.794457214,EC_11188969,9.68E-06,0.88066892
EMT-Serie2-1-C2,O17,-0.020681265,0.029175929,1.090327865,EC_11188969,2.90E-06,0.984129727
EMT-Serie2-1-C2,O18,0.02595296,0.089045012,0.954717181,EC_11188969,8.71E-07,1.050533821
EMT-Serie2-1-C2,O19,-0.134225466,0.03111848,1.297878524,EC_11188969,2.61E-07,1.274573853
EMT-Serie2-1-C2,O20,0.041768045,0.081591359,1.068479036,EC_11188969,7.84E-08,1.293082652
EMT-Serie2-1-C2,O21,-0.135036496,-0.018555344,1.247021215,EC_11188969,2.35E-08,1.285103066
EMT-Serie2-1-C2,O22,0.049878345,0.124486472,0.759530792,EC_11188969,7.06E-09,0.865236031
EMT-Serie2-1-C2,O23,0.180048662,0.306071137,0.391006843,EC_11188969,2.12E-09,0.688771258
EMT-Serie2-1-C2,O24,-0.116382806,0.146617338,0.56104198,EC_11188969,6.35E-10,0.974119685
EMT-Serie2-1-C3,O15,0.026031237,-0.009137987,0.791427542,EC_11188969,3.23E-05,0.973289348
EMT-Serie2-1-C3,O16,-0.038446135,-0.018709385,0.698571257,EC_11188969,9.68E-06,0.81916327
EMT-Serie2-1-C3,O17,-0.074489387,0.00360011,0.991163405,EC_11188969,2.90E-06,1.057137704
EMT-Serie2-1-C3,O18,0.066079295,0.123410359,0.852779445,EC_11188969,8.71E-07,0.851471925
EMT-Serie2-1-C3,O19,0.005606728,0.057534645,1.098955457,EC_11188969,2.61E-07,0.903607623
EMT-Serie2-1-C3,O20,0.109331197,0.156864116,0.774570777,EC_11188969,7.84E-08,0.970768062
EMT-Serie2-1-C3,O21,0.035242291,0.07601614,0.589050306,EC_11188969,2.35E-08,0.866690132
EMT-Serie2-1-C3,O22,-0.068482179,0.018744338,0.833545444,EC_11188969,7.06E-09,0.872194523
EMT-Serie2-1-C3,O23,-0.095714858,0.066535618,0.829607396,EC_11188969,2.12E-09,0.955877498
EMT-Serie2-1-C3,O24,-0.109731678,0.03661626,0.604082123,EC_11188969,6.35E-10,0.81490704
EMT-Serie2-2-C1,M15,-0.093088294,-0.086577318,1.090762547,EC_11189176,3.23E-05,1.05649983
EMT-Serie2-2-C1,M16,0.007590891,-0.016110417,1.276249283,EC_11189176,9.68E-06,1.026013364
EMT-Serie2-2-C1,M17,-0.02796644,-0.06225979,1.191442857,EC_11189176,2.90E-06,1.18644916
EMT-Serie2-2-C1,M18,0.037155414,0.005404541,1.237206634,EC_11189176,8.71E-07,1.11989814
EMT-Serie2-2-C1,M19,0.061526169,0.05533186,1.253080517,EC_11189176,2.61E-07,1.252572173
EMT-Serie2-2-C1,M20,0.200159808,0.264073902,0.651293681,EC_11189176,7.84E-08,0.838330534
EMT-Serie2-2-C1,M21,-0.036356372,0.057571881,1.136253108,EC_11189176,2.35E-08,1.03616806
EMT-Serie2-2-C1,M22,-0.02077507,-0.0592479,1.133438977,EC_11189176,7.06E-09,0.872825727
EMT-Serie2-2-C1,M23,-0.168198162,-0.034899846,1.276194639,EC_11189176,2.12E-09,1.05584523
EMT-Serie2-2-C1,M24,-0.186975629,0.002322877,0.820851889,EC_11189176,6.35E-10,1.065739764
EMT-Serie2-2-C2,M15,0.01804758,-0.069537321,0.739294206,EC_11189176,3.23E-05,0.937767468
EMT-Serie2-2-C2,M16,-0.01271534,-0.000299007,1.083409845,EC_11189176,9.68E-06,1.152608678
EMT-Serie2-2-C2,M17,0,0.027887305,1.024295501,EC_11189176,2.90E-06,1.077719215
EMT-Serie2-2-C2,M18,-0.020508614,0.024830167,1.116227606,EC_11189176,8.71E-07,1.239596033
EMT-Serie2-2-C2,M19,0.150123052,0.211569899,0.853332392,EC_11189176,2.61E-07,0.861543216
EMT-Serie2-2-C2,M20,-0.040607055,0.012250909,1.404218754,EC_11189176,7.84E-08,1.213003914
EMT-Serie2-2-C2,M21,-0.092698934,-0.0422131,1.430044495,EC_11189176,2.35E-08,1.134958069
EMT-Serie2-2-C2,M22,-0.050451189,-0.079389187,1.214233585,EC_11189176,7.06E-09,1.047615817
EMT-Serie2-2-C2,M23,0.024610336,0.27699238,0.859265014,EC_11189176,2.12E-09,0.847033284
EMT-Serie2-2-C2,M24,-0.136177194,-0.002665914,0.291004544,EC_11189176,6.35E-10,0.957446956
EMT-Serie2-2-C3,M15,-0.021871203,-0.089738461,0.901901105,EC_11189176,3.23E-05,0.953902066
EMT-Serie2-2-C3,M16,0.095990279,-0.025833293,1.084425922,EC_11189176,9.68E-06,0.887326005
EMT-Serie2-2-C3,M17,0.063183475,0.014653965,0.815602173,EC_11189176,2.90E-06,0.892221593
EMT-Serie2-2-C3,M18,0.041717294,0.043393242,1.02498127,EC_11189176,8.71E-07,1.049887749
EMT-Serie2-2-C3,M19,0.02673147,0.050473529,1.06326091,EC_11189176,2.61E-07,0.980168274
EMT-Serie2-2-C3,M20,-0.076144188,-0.078258082,1.419999063,EC_11189176,7.84E-08,0.85914028
EMT-Serie2-2-C3,M21,-0.033211827,-0.033062712,1.408128863,EC_11189176,2.35E-08,0.969921008
EMT-Serie2-2-C3,M22,-0.03564196,0.035919915,1.39480708,EC_11189176,7.06E-09,1.131294949
EMT-Serie2-2-C3,M23,-0.082624544,-0.040360426,1.186762502,EC_11189176,2.12E-09,0.877761233
EMT-Serie2-2-C3,M24,-0.126771972,-0.026835404,0.475931822,EC_11189176,6.35E-10,0.775688877
EMT-Serie2-3-C1,A15,0.176470588,0.683721709,-1.067547902,EC_11189184,3.23E-05,0.557151471
EMT-Serie2-3-C1,A16,-0.111764706,0.24506479,-0.034829008,EC_11189184,9.68E-06,0.681760287
EMT-Serie2-3-C1,A17,0.131512605,0.316262557,0.145500849,EC_11189184,2.90E-06,0.721294811
EMT-Serie2-3-C1,A18,-0.199579832,0.059853328,1.03582343,EC_11189184,8.71E-07,0.917052565
EMT-Serie2-3-C1,A19,-0.180252101,-0.016150557,0.902182877,EC_11189184,2.61E-07,0.739894387
EMT-Serie2-3-C1,A20,0.086554622,0.27636606,0.575139462,EC_11189184,7.84E-08,0.827714132
EMT-Serie2-3-C1,A21,-0.128991597,-0.013115265,0.797647344,EC_11189184,2.35E-08,1.078930038
EMT-Serie2-3-C1,A22,-0.208823529,-0.006558348,0.664031045,EC_11189184,7.06E-09,0.896107191
EMT-Serie2-3-C1,A23,-0.031932773,0.152714384,0.355372302,EC_11189184,2.12E-09,0.819064218
EMT-Serie2-3-C1,A24,-0.15210084,-0.032339735,0.169003153,EC_11189184,6.35E-10,0.623612286
EMT-Serie2-3-C2,A15,0.138288678,0.676587434,-1.318578902,EC_11189184,3.23E-05,0.533496002
EMT-Serie2-3-C2,A16,-0.052722558,0.221317377,-0.087663162,EC_11189184,9.68E-06,0.626676448
EMT-Serie2-3-C2,A17,-0.034572169,0.225199931,0.282721316,EC_11189184,2.90E-06,0.593736402
EMT-Serie2-3-C2,A18,-0.212618842,-0.006827735,0.827467114,EC_11189184,8.71E-07,0.793472289
EMT-Serie2-3-C2,A19,-0.267934313,0.015508036,0.915638174,EC_11189184,2.61E-07,1.016592494
EMT-Serie2-3-C2,A20,-0.092912705,0.018513837,0.139697293,EC_11189184,7.84E-08,0.695429308
EMT-Serie2-3-C2,A21,-0.199222126,-0.004374896,0.80153893,EC_11189184,2.35E-08,0.806414857
EMT-Serie2-3-C2,A22,-0.252376837,-0.028931381,0.947940474,EC_11189184,7.06E-09,0.910230586
EMT-Serie2-3-C2,A23,-0.302938634,-0.065233108,0.792219006,EC_11189184,2.12E-09,0.880417319
EMT-Serie2-3-C2,A24,-0.16940363,0.062966561,-0.109883691,EC_11189184,6.35E-10,0.545443687
EMT-Serie2-3-C3,A15,0.187265918,0.718277915,-1.542924151,EC_11189184,3.23E-05,0.50854245
EMT-Serie2-3-C3,A16,-0.003329172,0.361003201,-0.173578001,EC_11189184,9.68E-06,0.579085537
EMT-Serie2-3-C3,A17,-0.267166042,0.071591931,0.712868225,EC_11189184,2.90E-06,0.99482665
EMT-Serie2-3-C3,A18,-0.163129422,0.101262107,0.703770521,EC_11189184,8.71E-07,0.799384621
EMT-Serie2-3-C3,A19,-0.175613816,0.10588438,0.792943481,EC_11189184,2.61E-07,0.849937171
EMT-Serie2-3-C3,A20,-0.160632543,0.018849821,0.637045437,EC_11189184,7.84E-08,0.855934689
EMT-Serie2-3-C3,A21,-0.245110279,-0.035196458,0.884332878,EC_11189184,2.35E-08,1.016758086
EMT-Serie2-3-C3,A22,-0.073241781,0.052429578,-0.040901008,EC_11189184,7.06E-09,0.823160624
EMT-Serie2-3-C3,A23,-0.27923429,0.00649601,0.520295869,EC_11189184,2.12E-09,0.931322886
EMT-Serie2-3-C3,A24,-0.324178111,-0.030029442,0.41779851,EC_11189184,6.35E-10,0.750273474
EMT-Serie2-1-C1,B15,0.893591294,0.902687826,-0.405050742,EC_11189194,3.23E-05,0.435789062
EMT-Serie2-1-C1,B16,0.472793229,0.70824282,-0.053272808,EC_11189194,9.68E-06,0.548033598
EMT-Serie2-1-C1,B17,0.225312374,0.278612681,0.376092458,EC_11189194,2.90E-06,0.766557475
EMT-Serie2-1-C1,B18,0.088673922,0.177619292,0.609897994,EC_11189194,8.71E-07,0.946660358
EMT-Serie2-1-C1,B19,0.142281338,0.162998262,0.639247606,EC_11189194,2.61E-07,1.104996502
EMT-Serie2-1-C1,B20,-0.006852076,0.077105945,0.907490021,EC_11189194,7.84E-08,1.2083555
EMT-Serie2-1-C1,B21,0.080209593,0.17457184,0.754845947,EC_11189194,2.35E-08,1.115508226
EMT-Serie2-1-C1,B22,0.004030633,0.096861798,0.513866061,EC_11189194,7.06E-09,0.87621747
EMT-Serie2-1-C1,B23,-0.020153164,0.121846864,0.29073074,EC_11189194,2.12E-09,1.100272641
EMT-Serie2-1-C1,B24,-0.008464329,0.178193724,0.011139809,EC_11189194,6.35E-10,0.796357042
EMT-Serie2-1-C2,B15,0.834144363,0.925672642,-0.427756202,EC_11189194,3.23E-05,0.506279123
EMT-Serie2-1-C2,B16,0.51865369,0.736876968,-0.084409923,EC_11189194,9.68E-06,0.586387907
EMT-Serie2-1-C2,B17,0.282643958,0.3485981,0.340334469,EC_11189194,2.90E-06,0.795386206
EMT-Serie2-1-C2,B18,0.090429846,0.111598415,0.899077964,EC_11189194,8.71E-07,1.011923151
EMT-Serie2-1-C2,B19,0.067721006,0.160279348,1.087844443,EC_11189194,2.61E-07,1.104776515
EMT-Serie2-1-C2,B20,0.011759935,0.120877481,0.813082878,EC_11189194,7.84E-08,0.972178128
EMT-Serie2-1-C2,B21,-0.015815085,0.054060951,1.043195688,EC_11189194,2.35E-08,1.13227835
EMT-Serie2-1-C2,B22,-0.02919708,0.113812896,0.535785052,EC_11189194,7.06E-09,0.992639152
EMT-Serie2-1-C2,B23,-0.024736415,0.085253341,0.714961296,EC_11189194,2.12E-09,1.259717031
EMT-Serie2-1-C2,B24,-0.132603406,0.045942117,0.439829859,EC_11189194,6.35E-10,1.029486063
EMT-Serie2-1-C3,B15,0.828594313,0.885337557,-0.560427422,EC_11189194,3.23E-05,0.397743449
EMT-Serie2-1-C3,B16,0.502202643,0.760659121,-0.023892424,EC_11189194,9.68E-06,0.611469229
EMT-Serie2-1-C3,B17,0.221866239,0.225717785,0.451578821,EC_11189194,2.90E-06,0.878351079
EMT-Serie2-1-C3,B18,0.133360032,0.143018723,0.605354784,EC_11189194,8.71E-07,0.885911816
EMT-Serie2-1-C3,B19,0.031237485,0.05694185,0.830735983,EC_11189194,2.61E-07,1.047227303
EMT-Serie2-1-C3,B20,-0.00720865,0.052925107,0.701548805,EC_11189194,7.84E-08,0.852096006
EMT-Serie2-1-C3,B21,-0.001201442,0.007895075,0.799495738,EC_11189194,2.35E-08,0.996037088
EMT-Serie2-1-C3,B22,0.002402883,0.069171038,0.582446872,EC_11189194,7.06E-09,0.946625502
EMT-Serie2-1-C3,B23,-0.145374449,-0.015233707,0.406315284,EC_11189194,2.12E-09,0.872369266
EMT-Serie2-1-C3,B24,-0.093311974,0.012313074,0.197718814,EC_11189194,6.35E-10,0.791900307
EMT-Serie2-1-C1,L15,0.089480048,-0.074600561,-0.357621768,EC_11189359,3.23E-05,0.554911873
EMT-Serie2-1-C1,L16,0.056428859,0.126482768,0.799039942,EC_11189359,9.68E-06,1.040216966
EMT-Serie2-1-C1,L17,0.126964933,0.228730197,0.987347056,EC_11189359,2.90E-06,1.02842995
EMT-Serie2-1-C1,L18,0.027811366,0.001326855,1.155983408,EC_11189359,8.71E-07,1.104373949
EMT-Serie2-1-C1,L19,0.165255945,0.221490474,0.821032585,EC_11189359,2.61E-07,0.992035086
EMT-Serie2-1-C1,L20,0.02216848,-0.027677882,1.045394067,EC_11189359,7.84E-08,1.063206174
EMT-Serie2-1-C1,L21,0.027811366,-0.012379939,1.274294957,EC_11189359,2.35E-08,1.072638805
EMT-Serie2-1-C1,L22,0.075372834,0.019821926,0.919073335,EC_11189359,7.06E-09,1.118081448
EMT-Serie2-1-C1,L23,-0.061265619,0.011054432,0.876705539,EC_11189359,2.12E-09,1.164938986
EMT-Serie2-1-C1,L24,0.073357517,0.214722702,0.507396102,EC_11189359,6.35E-10,0.906522627
EMT-Serie2-1-C2,L15,0.135847526,-0.090976408,-0.248474281,EC_11189359,3.23E-05,0.535871866
EMT-Serie2-1-C2,L16,0.053933496,0.207868381,0.935246097,EC_11189359,9.68E-06,1.006048697
EMT-Serie2-1-C2,L17,-0.019870235,0.071312429,1.296399038,EC_11189359,2.90E-06,0.990982072
EMT-Serie2-1-C2,L18,-0.01135442,0.001157443,1.265673298,EC_11189359,8.71E-07,1.226845688
EMT-Serie2-1-C2,L19,0.002838605,-0.04732547,1.258011677,EC_11189359,2.61E-07,1.060284278
EMT-Serie2-1-C2,L20,0.02757502,0.05995136,1.273467015,EC_11189359,7.84E-08,1.337155285
EMT-Serie2-1-C2,L21,0.01216545,-0.007842722,1.047528467,EC_11189359,2.35E-08,0.882304664
EMT-Serie2-1-C2,L22,0.029602595,0.081987399,0.978626721,EC_11189359,7.06E-09,1.125806493
EMT-Serie2-1-C2,L23,-0.01459854,0.019134065,1.064119838,EC_11189359,2.12E-09,1.020791729
EMT-Serie2-1-C2,L24,-0.154501217,0.013582523,0.90478455,EC_11189359,6.35E-10,0.944164234
EMT-Serie2-1-C3,L15,0.126551862,-0.176808024,-0.011790131,EC_11189359,3.23E-05,0.49772117
EMT-Serie2-1-C3,L16,0.030036043,0.075578534,1.01380718,EC_11189359,9.68E-06,1.141513408
EMT-Serie2-1-C3,L17,0.136964357,0.135617178,0.741721695,EC_11189359,2.90E-06,0.919175315
EMT-Serie2-1-C3,L18,0.13215859,0.208419084,0.751951015,EC_11189359,8.71E-07,1.064161732
EMT-Serie2-1-C3,L19,0.106127353,0.097805541,0.758002161,EC_11189359,2.61E-07,0.907058789
EMT-Serie2-1-C3,L20,0.036043252,-0.014196316,1.024780886,EC_11189359,7.84E-08,0.983065572
EMT-Serie2-1-C3,L21,0.047657189,0.062499301,0.925897467,EC_11189359,2.35E-08,1.137144844
EMT-Serie2-1-C3,L22,0.054064878,-0.009028935,0.815728179,EC_11189359,7.06E-09,0.836465906
EMT-Serie2-1-C3,L23,-0.018422107,-0.132608465,0.928394765,EC_11189359,2.12E-09,0.874759495
EMT-Serie2-1-C3,L24,-0.087705246,0.036393962,0.48526834,EC_11189359,6.35E-10,0.797320447
EMT-Serie2-3-C1,P15,0.025210084,0.039654761,0.5408683,EC_11189472,3.23E-05,0.794984162
EMT-Serie2-3-C1,P16,-0.036554622,-0.08156668,0.246034441,EC_11189472,9.68E-06,0.607313331
EMT-Serie2-3-C1,P17,-0.127310924,-0.088454018,0.640140674,EC_11189472,2.90E-06,0.964952033
EMT-Serie2-3-C1,P18,0.007142857,-0.008851266,0.503153044,EC_11189472,8.71E-07,0.774991008
EMT-Serie2-3-C1,P19,-0.005462185,0.077252617,0.458137279,EC_11189472,2.61E-07,0.791738271
EMT-Serie2-3-C1,P20,-0.073529412,0.019536295,0.48974048,EC_11189472,7.84E-08,0.911196757
EMT-Serie2-3-C1,P21,0.083193277,0.081990076,0.123817609,EC_11189472,2.35E-08,0.85040061
EMT-Serie2-3-C1,P22,-0.058823529,0.097887454,0.019209314,EC_11189472,7.06E-09,0.735241018
EMT-Serie2-3-C1,P23,0.01512605,0.090303515,-0.081445549,EC_11189472,2.12E-09,0.752989155
EMT-Serie2-3-C1,P24,-0.184453782,0.101440548,-0.04411836,EC_11189472,6.35E-10,0.778473215
EMT-Serie2-3-C2,P15,0.004321521,0.042212789,0.418609376,EC_11189472,3.23E-05,0.614514062
EMT-Serie2-3-C2,P16,-0.117977528,-0.076803887,0.529737417,EC_11189472,9.68E-06,0.756827885
EMT-Serie2-3-C2,P17,0.059636992,0.077358326,0.302580121,EC_11189472,2.90E-06,0.583645432
EMT-Serie2-3-C2,P18,-0.005185825,0.011217416,0.423078877,EC_11189472,8.71E-07,0.57691711
EMT-Serie2-3-C2,P19,-0.134399309,0.006913488,0.640916248,EC_11189472,2.61E-07,0.733247009
EMT-Serie2-3-C2,P20,-0.009507347,0.038062627,0.33175885,EC_11189472,7.84E-08,0.888763462
EMT-Serie2-3-C2,P21,-0.00605013,0.053230607,0.153283559,EC_11189472,2.35E-08,0.604441236
EMT-Serie2-3-C2,P22,-0.000432152,0.097925806,-0.261872111,EC_11189472,7.06E-09,0.69074821
EMT-Serie2-3-C2,P23,-0.173292999,0.122296,0.179338717,EC_11189472,2.12E-09,0.871741565
EMT-Serie2-3-C2,P24,-0.258426966,0.114709792,-0.034638631,EC_11189472,6.35E-10,0.769540633
EMT-Serie2-3-C3,P15,0.066583437,0.056517332,0.025128218,EC_11189472,3.23E-05,0.58006669
EMT-Serie2-3-C3,P16,-0.176446109,-0.088746188,0.435014561,EC_11189472,9.68E-06,0.670846496
EMT-Serie2-3-C3,P17,-0.063254266,-0.03540822,0.237107291,EC_11189472,2.90E-06,0.798767387
EMT-Serie2-3-C3,P18,-0.068248023,-0.092280438,0.153191928,EC_11189472,8.71E-07,0.638115245
EMT-Serie2-3-C3,P19,0.019975031,-0.036196855,0.051957424,EC_11189472,2.61E-07,0.619084453
EMT-Serie2-3-C3,P20,-0.171452351,-0.056461836,0.344888018,EC_11189472,7.84E-08,0.771833856
EMT-Serie2-3-C3,P21,-0.000416146,0.017779323,0.082369011,EC_11189472,2.35E-08,0.671781266
EMT-Serie2-3-C3,P22,-0.101955888,0.001475038,0.075771243,EC_11189472,7.06E-09,0.809499412
EMT-Serie2-3-C3,P23,-0.100707449,0.130339346,-0.259915982,EC_11189472,2.12E-09,0.805992238
EMT-Serie2-3-C3,P24,-0.366625052,0.030651587,0.716141337,EC_11189472,6.35E-10,1.045582566
EMT-Serie2-3-C1,G05,-0.038655462,0.091403486,0.539146253,EC_11189481,3.23E-05,0.585558222
EMT-Serie2-3-C1,G06,0.026890756,-0.000560714,1.035289837,EC_11189481,9.68E-06,1.011343239
EMT-Serie2-3-C1,G07,-0.067647059,-0.01630504,0.940067912,EC_11189481,2.90E-06,1.03163874
EMT-Serie2-3-C1,G08,-0.03697479,-0.042807345,1.188721805,EC_11189481,8.71E-07,0.852193843
EMT-Serie2-3-C1,G09,0.036134454,-0.01933318,1.151394616,EC_11189481,2.61E-07,1.016371936
EMT-Serie2-3-C1,G10,0.000420168,0.00273634,1.073199127,EC_11189481,7.84E-08,0.898522494
EMT-Serie2-3-C1,G11,0.062184874,0.12724053,0.969027407,EC_11189481,2.35E-08,1.097199464
EMT-Serie2-3-C1,G12,-0.008403361,-0.007026086,1.064103808,EC_11189481,7.06E-09,1.156282309
EMT-Serie2-3-C1,G13,-0.028571429,-0.005934697,1.350278923,EC_11189481,2.12E-09,0.973928622
EMT-Serie2-3-C1,G14,0.02394958,0.054945652,0.805432937,EC_11189481,6.35E-10,0.890025491
EMT-Serie2-3-C2,G05,-0.01642178,0.141315485,0.677307126,EC_11189481,3.23E-05,0.651224993
EMT-Serie2-3-C2,G06,0.065687122,-0.010436765,1.076057697,EC_11189481,9.68E-06,1.180533712
EMT-Serie2-3-C2,G07,-0.100691443,-0.070530591,1.154070801,EC_11189481,2.90E-06,0.876761346
EMT-Serie2-3-C2,G08,0.072169404,0.015414891,1.063995124,EC_11189481,8.71E-07,0.976948318
EMT-Serie2-3-C2,G09,-0.035436474,-0.076113425,1.709406267,EC_11189481,2.61E-07,1.212182525
EMT-Serie2-3-C2,G10,0.080812446,0.03475669,1.064350653,EC_11189481,7.84E-08,1.055066396
EMT-Serie2-3-C2,G11,-0.054451167,0.011893092,1.550129514,EC_11189481,2.35E-08,1.058943118
EMT-Serie2-3-C2,G12,0.095073466,-0.000196641,0.975036823,EC_11189481,7.06E-09,0.949923146
EMT-Serie2-3-C2,G13,-0.035436474,-0.016103874,1.22510031,EC_11189481,2.12E-09,0.980450069
EMT-Serie2-3-C2,G14,-0.002592913,-0.068281785,1.657651481,EC_11189481,6.35E-10,1.205082256
EMT-Serie2-3-C3,G05,0.04494382,0.259247468,0.411097652,EC_11189481,3.23E-05,0.805110984
EMT-Serie2-3-C3,G06,0.131086142,0.095264105,0.843251463,EC_11189481,9.68E-06,0.911632046
EMT-Serie2-3-C3,G07,-0.031627133,0.018100618,1.193680575,EC_11189481,2.90E-06,1.007895603
EMT-Serie2-3-C3,G08,0.113191844,0.067063126,0.975619185,EC_11189481,8.71E-07,0.878222908
EMT-Serie2-3-C3,G09,0.017894299,-0.028246253,1.357877374,EC_11189481,2.61E-07,0.983024276
EMT-Serie2-3-C3,G10,0.094881398,0.000804699,0.832762042,EC_11189481,7.84E-08,0.995875591
EMT-Serie2-3-C3,G11,0.0295464,0.025471428,1.112548646,EC_11189481,2.35E-08,0.936442719
EMT-Serie2-3-C3,G12,0.009987516,-0.021964926,1.023813819,EC_11189481,7.06E-09,0.758079881
EMT-Serie2-3-C3,G13,-0.058676654,-0.020909032,1.267750831,EC_11189481,2.12E-09,1.169107893
EMT-Serie2-3-C3,G14,0.001664586,-0.009574605,1.276513492,EC_11189481,6.35E-10,1.039699218
EMT-Serie2-3-C1,H05,-0.716806723,-0.144509654,0.003347077,EC_11189700,3.23E-05,0.399753604
EMT-Serie2-3-C1,H06,0.044957983,0.071203489,0.894373029,EC_11189700,9.68E-06,0.985560307
EMT-Serie2-3-C1,H07,0.105042017,0.259609017,0.758355566,EC_11189700,2.90E-06,1.05422096
EMT-Serie2-3-C1,H08,-0.024369748,0.025868641,0.820252244,EC_11189700,8.71E-07,1.219869087
EMT-Serie2-3-C1,H09,0.046218487,0.004502874,1.126631094,EC_11189700,2.61E-07,1.055743123
EMT-Serie2-3-C1,H10,0.13907563,0.13800137,0.777492117,EC_11189700,7.84E-08,1.008549132
EMT-Serie2-3-C1,H11,0.044957983,0.045260467,0.938539898,EC_11189700,2.35E-08,0.915440046
