Plate,Well,Class,G,Surface_nucleus,R,Nuclei,Eccentricity
4082_EMT-Serie2-1-C1_29112017_1156,M09,2,0.982485491,0.902724592,-0.018233475,0.008061266,1.063316898
4082_EMT-Serie2-1-C1_29112017_1156,N09,2,0.950682432,0.680927854,0.058388383,0.00362757,1.029819206
4082_EMT-Serie2-1-C1_29112017_1156,O09,2,0.6460575,0.662148109,0.036418407,0.15356711,0.293313506
4082_EMT-Serie2-1-C1_29112017_1156,P09,2,0.839090634,1.2510858,-0.05394126,-0.264812576,0.350395241
4082_EMT-Serie2-1-C1_29112017_1156,A10,2,0.85943116,0.880054321,-0.055388125,-0.157597743,0.612611202
4082_EMT-Serie2-1-C1_29112017_1156,B10,2,1.113236849,0.717716579,-0.010244025,-0.050785973,1.085700869
4082_EMT-Serie2-1-C1_29112017_1156,C10,2,1.318079637,1.079107381,0.046189134,0.040306328,1.101197464
4082_EMT-Serie2-1-C1_29112017_1156,D10,2,1.109475116,0.911802488,0.046530286,-0.052398227,1.075056743
4082_EMT-Serie2-1-C1_29112017_1156,E10,2,0.953180193,0.329581462,0.056527549,0.084643289,0.947849
4082_EMT-Serie2-1-C1_29112017_1156,F10,2,1.210823076,0.682506087,0.126431527,0.077791213,1.306618664
4082_EMT-Serie2-1-C1_29112017_1156,G10,2,1.120620712,0.891028543,0.019047927,0.064490125,1.152252746
4082_EMT-Serie2-1-C1_29112017_1156,H10,2,1.076740113,1.010301332,0.033292746,-0.000806127,0.930917534
4082_EMT-Serie2-1-C1_29112017_1156,I10,2,1.222259198,0.614531975,-0.020630985,0.044336961,1.307323054
4082_EMT-Serie2-1-C1_29112017_1156,J10,2,1.13341136,0.6422061,0.183635989,0.179766223,0.810231927
4082_EMT-Serie2-1-C1_29112017_1156,K10,2,1.30138388,0.827422098,-0.012197901,-0.006045949,1.34862122
4082_EMT-Serie2-1-C1_29112017_1156,L10,2,1.314925365,1.157737622,0.020532549,0.039097138,0.969659023
4082_EMT-Serie2-1-C1_29112017_1156,M10,2,1.314638613,1.265155315,-0.053594713,-0.041112455,1.116876679
4082_EMT-Serie2-1-C1_29112017_1156,N10,2,1.165965256,1.023795833,-0.036909236,-0.061265619,1.081057108
4082_EMT-Serie2-1-C1_29112017_1156,O10,2,0.776386276,1.312746981,-0.036809452,0.059653366,0.559103598
4082_EMT-Serie2-1-C1_29112017_1156,P10,2,0.97080412,0.939097349,-0.023419538,-0.227730754,0.939083249
4082_EMT-Serie2-1-C1_29112017_1156,A11,2,0.696631494,0.432068708,0.106095849,-0.043933898,0.502987138
4082_EMT-Serie2-1-C1_29112017_1156,B11,2,0.997400367,0.985538985,0.082568436,0.083434099,0.864443923
4082_EMT-Serie2-1-C1_29112017_1156,C11,2,1.195591264,0.831569546,-0.040098274,-0.070536074,1.5647909
4082_EMT-Serie2-1-C1_29112017_1156,D11,2,1.285167301,1.0872677,0.030466436,0.009673519,0.895932796
4082_EMT-Serie2-1-C1_29112017_1156,E11,2,1.180748076,1.313236356,-0.027460784,0.007658202,1.107223918
4082_EMT-Serie2-1-C1_29112017_1156,F11,2,1.249330849,0.66902382,0.036924069,0.016928658,1.298139887
4082_EMT-Serie2-1-C1_29112017_1156,G11,2,0.998437956,0.416543304,0.007029367,0.041112455,1.117920221
4082_EMT-Serie2-1-C1_29112017_1156,H11,2,1.382949727,1.014717937,0.137703057,0.091898428,1.012757298
4082_EMT-Serie2-1-C1_29112017_1156,I11,2,0.980029234,2.798243146,-0.025071366,-0.083434099,1.13855626
4082_EMT-Serie2-1-C1_29112017_1156,J11,2,1.242592178,0.955124362,0.024236687,0.053607416,0.964519579
4082_EMT-Serie2-1-C1_29112017_1156,K11,2,1.27300298,1.282528108,0.063293973,0.020556227,1.062482064
4082_EMT-Serie2-1-C1_29112017_1156,L11,2,1.238954955,1.039431347,0.006101647,-0.001612253,1.053559782
4082_EMT-Serie2-1-C1_29112017_1156,M11,2,1.31674775,1.006459743,0.003419619,-0.046755341,1.150322194
4082_EMT-Serie2-1-C1_29112017_1156,N11,2,1.07844176,0.625848759,0.100684598,0.071745264,0.845894968
4082_EMT-Serie2-1-C1_29112017_1156,O11,2,0.908718543,0.799637863,-0.042877389,-0.056428859,0.704338525
4082_EMT-Serie2-1-C1_29112017_1156,P11,2,0.931402134,1.131923119,0.033921114,-0.089076985,0.74331481
4082_EMT-Serie2-1-C1_29112017_1156,A12,2,1.154623461,0.913184971,-0.024530645,-0.15114873,1.036654405
4082_EMT-Serie2-1-C1_29112017_1156,B12,2,0.946652812,0.495344825,0.175829925,0.117694478,0.839894602
4082_EMT-Serie2-1-C1_29112017_1156,C12,2,1.049404348,0.935365869,0.109435911,0.088270859,0.815188751
4082_EMT-Serie2-1-C1_29112017_1156,D12,2,0.881156395,0.445196178,0.072619717,0.007255139,0.96522397
4082_EMT-Serie2-1-C1_29112017_1156,E12,2,1.20813289,0.575014987,-0.006337623,-0.02821443,1.208734445
4082_EMT-Serie2-1-C1_29112017_1156,F12,2,1.251526766,1.041070751,0.083903382,0.091898428,0.965432679
4082_EMT-Serie2-1-C1_29112017_1156,G12,2,1.258571055,1.226494733,0.065944987,0.039500202,1.01847069
4082_EMT-Serie2-1-C1_29112017_1156,H12,2,0.983398569,1.188323525,0.042911099,-0.012091898,0.820432548
4082_EMT-Serie2-1-C1_29112017_1156,I12,2,1.475604575,0.909502429,0.046313189,-0.012494962,1.442357361
4082_EMT-Serie2-1-C1_29112017_1156,J12,2,1.568897069,1.020198931,0.017468915,-0.046755341,1.276851634
4082_EMT-Serie2-1-C1_29112017_1156,K12,2,1.272984115,0.869912035,0.087707304,0.002015316,1.127859957
4082_EMT-Serie2-1-C1_29112017_1156,L12,2,1.271539036,1.135715771,0.053937214,0.014107215,1.133442905
4082_EMT-Serie2-1-C1_29112017_1156,M12,2,1.212320978,1.043529858,-0.003054195,0.026199113,1.057681772
4082_EMT-Serie2-1-C1_29112017_1156,N12,2,1.085848261,1.14684904,0.07455876,-0.016928658,1.039028463
4082_EMT-Serie2-1-C1_29112017_1156,O12,2,0.925282243,0.722928417,0.052367641,0.016122531,1.113146018
4082_EMT-Serie2-1-C1_29112017_1156,P12,2,0.982376072,1.41527093,0.019173331,-0.217251108,0.798570348
4082_EMT-Serie2-1-C1_29112017_1156,A13,2,0.859208549,0.656422428,-0.000428801,-0.12777106,0.409407529
4082_EMT-Serie2-1-C1_29112017_1156,B13,2,1.135214879,0.768366835,0.251773523,0.083837162,0.929769638
4082_EMT-Serie2-1-C1_29112017_1156,C13,2,1.249327076,0.771535535,0.052495742,-0.049576784,1.460619342
4082_EMT-Serie2-1-C1_29112017_1156,D13,2,1.167202817,1.038232379,0.051778377,0.033857316,1.304296783
4082_EMT-Serie2-1-C1_29112017_1156,E13,2,1.200756572,1.064707538,0.082381004,-0.010882709,1.029245258
4082_EMT-Serie2-1-C1_29112017_1156,F13,2,1.193331205,0.888911998,-0.040421897,0.006449012,0.983172889
4082_EMT-Serie2-1-C1_29112017_1156,G13,2,1.168546024,1.169482609,0.021398241,-0.049576784,1.120294279
4082_EMT-Serie2-1-C1_29112017_1156,H13,2,1.269935488,1.198233358,0.12331935,0.075372834,1.052907568
4082_EMT-Serie2-1-C1_29112017_1156,I13,2,1.247116067,0.978663274,0.105756045,0.019750101,1.017870653
4082_EMT-Serie2-1-C1_29112017_1156,J13,2,1.258442771,0.953460489,0.063482753,0.070133011,1.197020688
4082_EMT-Serie2-1-C1_29112017_1156,K13,2,1.326701062,0.944871967,0.129395377,0.10076582,1.058542694
4082_EMT-Serie2-1-C1_29112017_1156,L13,2,1.228545103,0.998690923,0.07455876,0.079403466,1.019983825
4082_EMT-Serie2-1-C1_29112017_1156,M13,2,1.126578362,0.757661769,0.136675553,0.056428859,0.77540372
4082_EMT-Serie2-1-C1_29112017_1156,N13,2,1.089859016,0.965951772,0.030288443,0.02942362,1.028201717
4082_EMT-Serie2-1-C1_29112017_1156,O13,2,1.049642051,0.895689834,0.13580177,0.020959291,1.061882028
4082_EMT-Serie2-1-C1_29112017_1156,P13,2,0.99386879,1.077602555,0.034550831,-0.038694075,0.5925752
4082_EMT-Serie2-1-C1_29112017_1156,A14,2,1.009304347,0.480724764,-0.005218425,-0.12656187,1.003913282
4082_EMT-Serie2-1-C1_29112017_1156,B14,2,1.046570786,0.672718597,0.049225799,0.045546151,0.831024497
4082_EMT-Serie2-1-C1_29112017_1156,C14,2,1.005116259,1.023453271,0.109020595,0.036275695,0.96433696
4082_EMT-Serie2-1-C1_29112017_1156,D14,2,1.408198994,1.176823226,-0.008441174,-0.094316808,1.314471316
4082_EMT-Serie2-1-C1_29112017_1156,E14,2,1.3208151,0.821378323,0.043389792,0.008464329,1.109076205
4082_EMT-Serie2-1-C1_29112017_1156,F14,2,1.190388224,0.929175282,0.045950461,-0.022571544,1.376353343
4082_EMT-Serie2-1-C1_29112017_1156,G14,2,1.155668596,1.03601796,0.038126868,0.019750101,1.020270799
4082_EMT-Serie2-1-C1_29112017_1156,H14,2,1.035070522,0.999094657,0.007122409,0.030229746,0.937335316
4082_EMT-Serie2-1-C1_29112017_1156,I14,2,1.388586667,0.953888692,0.100680553,0.068520758,0.968563304
4082_EMT-Serie2-1-C1_29112017_1156,J14,2,1.199869905,0.97001358,0.108826421,0.053204353,0.86180898
4082_EMT-Serie2-1-C1_29112017_1156,K14,2,1.118832286,1.160184494,0.191405644,0.117694478,0.844642717
4082_EMT-Serie2-1-C1_29112017_1156,L14,2,1.205371016,0.777530372,-0.006427968,0.016122531,1.158044403
4082_EMT-Serie2-1-C1_29112017_1156,M14,2,1.217399507,1.008172553,0.099721819,0.091092301,1.016827111
4082_EMT-Serie2-1-C1_29112017_1156,N14,2,1.177507024,0.923828866,0.114199916,0.022571544,1.050272625
4082_EMT-Serie2-1-C1_29112017_1156,O14,2,1.062455336,1.285219668,0.141161781,-0.013704152,0.883905977
4082_EMT-Serie2-1-C1_29112017_1156,P14,2,0.835438319,1.070983765,0.029704572,-0.116082225,0.415616603
4082_EMT-Serie2-1-C1_29112017_1156,A15,2,2.032118486,0.456280509,-0.161157654,-0.080612656,0.52644074
4082_EMT-Serie2-1-C1_29112017_1156,B15,2,0.435789062,-0.286186183,0.902687826,0.893591294,-0.405050742
4082_EMT-Serie2-1-C1_29112017_1156,C15,2,0.268696041,-0.312123029,-0.062749207,-0.15356711,-0.630899272
4082_EMT-Serie2-1-C1_29112017_1156,D15,2,0.205550236,-0.371239463,-0.053652696,0.413139863,-1.154705069
4082_EMT-Serie2-1-C1_29112017_1156,E15,2,0.733396117,1.521832218,0.037997419,-0.203143894,-0.291174245
4082_EMT-Serie2-1-C1_29112017_1156,F15,2,0.148835221,-2.586808912,0.310925118,0.044336961,0.134408181
4082_EMT-Serie2-1-C1_29112017_1156,G15,2,-0.021498853,0.849125855,-0.227036568,-0.598548972,-1.569252041
4082_EMT-Serie2-1-C1_29112017_1156,H15,2,1.032093584,0.025679925,0.794220088,0.488109633,-0.637864914
4082_EMT-Serie2-1-C1_29112017_1156,I15,2,-0.028464285,-2.717997969,-0.284899063,0.188633615,-1.633873366
